카페명,지역,정보등급,블로그총량,스니펫수,카페명포함스니펫,블로거수,최신포스트,지역검색_상호,지역검색_업종,지역검색_주소,스니펫예시
제주하멜,제주시내,high,30601,100,94,97,20260707,제주하멜,"카페,디저트>베이커리",제주특별자치도 제주시 노형2길 51-3,집에 가져간 선물들과 기념품들도 인기 최고였어요. 다음번 가을여행에도 제주 하멜이랑 모찌마루는 들릴거 같아요. 언제와도 행복한 제주도 여행 끝! #제주도자매국수 #제주하멜치즈몽 #
호텔 샌드 (카페),한림,high,27015,100,99,96,20260708,호텔샌드,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 한림로 339,제주도 카페 중 너무 좋았던 기억으로 꼭 다들 가보시라고 포스팅합니다 상호 - 호텔샌드  주소 - 제주 제주시 한림읍 한림로 339 ⏰ 영업시간 - 09:00 - 20:00 ☎️
블루보틀,구좌,high,26789,100,100,93,20260702,블루보틀 제주 카페,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 번영로 2133-30,제주 블루보틀 메뉴 텀블러 천미천 제주도 동쪽 가볼만한곳 글·사진 ⓒ 다희아몬드 이곳은 제주시 구좌읍 송당리에 위치한 유명 카페로 원래는 수도권에서만 만나 볼 수 있던 블루 보틀이
원앤온리 제주,안덕,high,25426,100,47,98,20260706,원앤온리,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 산방로 141 원앤온리 제주,"오늘은 제주도 여행 중 가장 인상 깊었던 제주 원앤온리 방문기를 들고 왔습니다. SNS에서 워낙 핫한 곳이라 가기 전부터 기대가 많았는데, 직접 가보니 왜 그렇게 다들 좋아하는지 "
동백포레스트,서귀포시내,high,25191,100,100,90,20260624,동백포레스트,"여행,명소>식물원,수목원",제주특별자치도 서귀포시 남원읍 생기악로 53-38,"그래서 동백꽃으로 유명한 제주 동백포레스트, 제주 동백수목원에 들러서 사진 실컷 찍었는데, 사실... 동백포레스트에서 먹고정까지는 차로 21분 정도 걸렸는데, 서귀포 시내 쪽이라 "
포부,제주시내,high,24109,100,100,94,20260706,포부,"카페,디저트>베이커리",제주특별자치도 제주시 신설로9길 12-3 포부(FOBU),"여러분도 제주에서 특별한 브런치를 찾으신다면 고민 말고 포부로 향해보세요! "" #제주포부 #제주아라동브런치 #제주포카치아맛집 #제주시브런치카페 #제주내돈내산맛집 #아라동카페추천 #"
수풀,한림,high,23532,100,100,95,20260703,수풀,"가구,인테리어>인테리어소품",제주특별자치도 제주시 한림읍 한수풀로 36 2층,"협재3 (수풀) ✅ 애월 (메르씨모나미, 탱글) 괄호 안의 가게들은 붙어있어서 한번에 가는것 추천. 제주동... 제주 수풀 세라믹 및 디퓨저 종로에서 구경했었는데 거기서 맡았던 사"
더클리프,중문,high,22414,100,100,92,20260708,더클리프,"음식점>카페,디저트",제주특별자치도 서귀포시 중문관광로 154-17,저희는 초코라떼와 비치클리프라떼를 주문했어요. 원래 비치클리프라떼 위에 초록색 크림이 예쁘게... 싶다면 더클리프는 한 번쯤 방문해볼 카페인 것 같아요. #제주더클리프카페 ⬇️ 제
버터모닝,애월,high,22058,100,100,97,20260630,버터모닝,"카페,디저트>베이커리",제주특별자치도 제주시 애월읍 하광로 279,"내가 제주도에서 제일 좋아하는 빵집! 버터모닝 8,000원 치즈타르트 3,000원 버터모닝만 먹다가 치즈타르트도 구매! 버터모닝 1개랑 치즈타르트 2개만 소박하게 조식용으로 구매했"
3인칭관찰자시점,한림,high,22024,100,100,96,20260708,3인칭관찰자시점,"음식점>카페,디저트",제주특별자치도 제주시 한경면 신창7길 24,내 취향으로는 한라봉 &gt;&gt;&gt;&gt;&gt; 우유=오리지널 아 너무 길게 썼다 급 마무리 드디어 제주 기록 끝 #제주여행 #제주마루나키친 #제주3인칭관찰자시점 #3인
우도 카페(건물 내 A동 카페),우도,high,18571,100,27,98,20260707,,,,"합니다 A동 숙박 후기 제주 우도독채펜션 섬안의섬은 하우목동항에서 도보 10분 거리에 있어요 우도는 원칙대로라면 렌트카 반입이 안 되는데요 저처럼 숙박을 하는 경우, 렌트카 반입이"
레이지 펌프,애월,high,16056,100,100,79,20260703,레이지펌프,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월북서길 32 lazypump,레이지펌프 제주 제주시 애월읍 애월북서길 32 영업시간: 매일 09:00~20:00 라스트오더 19:40 주차장:O 애월 카페 위치 및 주차 제주 이색 카페 레이지펌프는 제주공항에
넘은봄,김녕,high,14906,100,100,98,20260615,넘은 봄,음식점>한식,제주특별자치도 제주시 거로남8길 21-32 106동 104호 넘은봄,않았어요 넘은 봄 런치 제주 빵 제주 빵은 직접 맘드신 술빵 같은거였는데 이거 달달+퐁신한게 입맛을... 총평 제주 넘은봄! 첫번째로는 제철음식을 이용한 레스토랑이란 점이 저에게는
쉼표 카페,협재,high,14771,100,51,98,20260706,쉼표,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 한림로 359,"아이와 제주여행 2  협재 쉼표카페, 금능해변, 금능 수영장카페 비치클리프, 협재 돈사돈 둘째날 아침!  이날은 아침부터 부지런히 나왔던 날이에요 예전 여행때 협재 해변 뷰가 너무"
진숫내,구좌,high,14666,100,13,87,20260626,진수네,"쇼핑,유통>식료품",제주특별자치도 제주시 오현길 76,continued ~ #제주도 #제주도오름 #오름 #비치미오름 #제주공항 #억새명소 #제주동쪽 #제주트레킹 #천미천 #제주도천미천 #천미천제주스냅 #천미천카퍼 #천미천진수내 #진수
이니스프리 제주하우스,한림,high,14616,100,100,98,20260707,이니스프리 제주하우스,"쇼핑,유통>화장품,향수",제주특별자치도 서귀포시 안덕면 신화역사로 23,#제주서쪽가볼만한곳 #제주여행추천 예전부터 한번 와보고 싶었던 제주 가볼만한곳 &lt;오설록티뮤지엄... 등장하는 이니스프리 제주하우스 오설록과 이니스프리 모두 아모레퍼시픽에서 운
프릳츠,성산,high,13916,100,100,100,20260707,프릳츠 제주성산점,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 일출로 222,둘째 날에는 미리 점찍어둔 제주 프릳츠에 들렀다가 신선한 해산물 요리와 찐빵도 맛봤는데 대만족했던 먹거리 코스라 소개해 드릴게요. 프릳츠 제주성산점 주소: 제주 서귀포시 성산읍 일
파리바게트 ( 동화마을 ),구좌,high,13821,100,100,98,20260707,파리바게뜨 동화마을,"카페,디저트>베이커리",제주특별자치도 제주시 구좌읍 비자림로 1193 1층,여기 파리바게트 완전 제주 시그니처 그 자체였어요 ㅋㅋㅋㅋ 모든빵이 제주를 담고 있어요. 이쁜데 맛있기까지해!! 하하 완전 내스타일!! ㅋㅋㅋ 동화마을 여기 진짜 제주에서 핫한 곳
허니문하우스,서귀포시내,high,13757,100,100,99,20260705,허니문하우스,"음식점>카페,디저트",제주특별자치도 서귀포시 칠십리로 228-13,위치 : 제주 서귀포시 칠십리로 228-13 영업시간 : 10시 - 18시30분 정기휴무 : 없음 주차 : 가능 (300m 정도 걸어야 함) 허니문하우스 가는 길 제주 허니문하우스
앤트러사이트,한림,high,13692,100,100,96,20240623,,,,추억의 앤트러사이트. 몇년 사이 구조가 바뀌었다 커피맛도 조금 변화가… 친구 예쁘게 찍어주기 5월의 제주 앤트러사이트 친구가 책방 좋아한데서 가보고싶었던 소리소문으로 한경면 소리소
제주애월빵공장,애월,high,12807,100,30,99,20260707,애월빵공장 앤 카페,"음식점>카페,디저트","제주특별자치도 제주시 애월읍 금성5길 42-15 1층, 2층 애월빵공장 앤 카페","그전에 빵 주문부터...! 애월빵공장 대표 빵인 현무암쌀빵부터 감자빵, 제주 쪽파 베이글, 치아바타 샌드위치 등 빵공장답게 다양한 종류의 빵들이 우리를 유혹했다. 빵, 마들렌, 쿠"
블랑로쉐,우도,high,12431,100,100,94,20260705,블랑로쉐,"음식점>카페,디저트",제주특별자치도 제주시 우도면 우도해안길 783 1층,제주도 여행 중 하루는 우도에 들어가 블랑로쉐 카페에서 커피 한잔 마시고 둘레길을 따라 섬을 천천히 둘러봤어요. 우도는 차로 빠르게 한 바퀴 도는 것보다 바다 색이 달라지는 지점마
애월더선셋,애월,high,11944,100,100,87,20260708,애월더선셋,"카페,디저트>카페",제주특별자치도 제주시 애월읍 일주서로 6111,"4박 5일간의 제주 여름휴가도 어느덧 마지막 날. 쉬엄쉬엄 느긋하게, 욕심없이 다닌 여행이었지만..... 우리가 찾은 곳은 리조트 건물에 같이 있던 애월더선셋이라는 이름의 카페. "
토닥토닥,표선,high,11937,100,100,99,20260616,토닥토닥,"음식점>카페,디저트",제주특별자치도 서귀포시 표선면 일주동로 6473,#서귀포오션뷰카페 #서귀포카페추천 #제주카페 #제주감성카페 #제주오션뷰카페 #서귀포여행코스 #제주아이와가볼만한곳 #제주일몰카페 #서귀포토닥토닥 #제주여행 2025.12.26
할머니떡집,서귀포시내,high,11742,100,100,98,20260707,할머니떡집 오메기떡,"카페,디저트>떡카페",제주특별자치도 서귀포시 중앙로42번길 24 할머니떡집,서귀포시 할머니떡집 주소 : 제주 서귀포시 중앙로42번길 24 전화번호 : 064-732-6210 영업시간 : 매일 08:00 - 21:00 1. 접근성좋은 할머니떡집 제가 이번에
(이름 불명) 협재 인근 대형카페,협재,high,11377,100,0,97,20260708,,,,섯셋에이드 등 지역 특색 있는 이름의 시그니처 메뉴들도 있었구요. 5. 음료 디저트 맛 리뷰 저희는... #제주도카페 #제주카페 #제주협재카페 #제주도협재해수욕장카페 #제주협재대형
스타벅스 더제주송당파크R점,제주시내,high,10944,100,100,95,20260628,스타벅스 더제주송당파크R점,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 비자림로 1189,6월말 수국이 활짝 핀 제주 7월초인 현재는 점점 더 저물어갈 시기인것 같은데 우연치 않게 수국축제가 열리는 동화마을을 가게되었어요 사실 제주에서 가장 크게 오픈했다는 스타벅스 더
우도예쁘다카페,우도,high,10735,100,35,98,20260705,우도예쁘다카페,"음식점>카페,디저트",제주특별자치도 제주시 우도면 우도해안길 940,우도의 예쁜 바다를 가까이서 느끼고 싶다면 꼭 한 번 들러보세요 #우도예쁘다 #우도카페 #우도카페추천 #우도오션뷰카페 #우도여행 #제주우도 #제주여행 #제주카페추천 #우도가볼만한곳
새빌 카페,애월,high,10444,100,94,94,20260331,,,,"실용적인 선물도 많은 제주 새별프렌즈 선물샵이라 구매할 만 했어요. 5. 새빌카페 이어서 새별오름... 아이와 함께하는 제주 여행이라면, 꼭 추천드립니다. #제주새별프렌즈 #제주새"
청춘부부,대정,high,10159,100,100,60,20260708,청춘부부,"음식점>카페,디저트",제주특별자치도 서귀포시 대정읍 추사로38번길 181 1층,"카페입니다 청춘부부  주소 / 제주 서귀포시 대정읍 추사로38번길 181 1층 ⏰ 영업시간 평일 open오전8시30분, close 오후5시 주말 open오전 10시, close 오"
카멜 커피,구좌,high,9987,100,100,97,20260707,카멜커피 제주점,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 해맞이해안로 617-3 C동,제 주 카 페 카멜커피 제주 제주시 구좌읍 해맞이해안로 617-3 C동 매일 10:00 - 18:00 *17:00 라스트오더... 보면 카멜 커피의 입구가 보인답니다. 통유리 건물
카멜커피,월정리,high,9987,100,100,97,20260707,카멜커피 제주점,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 해맞이해안로 617-3 C동,제 주 카 페 카멜커피 제주 제주시 구좌읍 해맞이해안로 617-3 C동 매일 10:00 - 18:00 *17:00 라스트오더... 보면 카멜 커피의 입구가 보인답니다. 통유리 건물
우유부단 카페 (성이시돌 목장),한림,high,9918,100,55,97,20260708,우유부단 제주성이시돌목장본점,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 금악동길 38,지나는데 성이시돌목장이 이 근처인걸 알았다. 여기가 그렇게 사진이 잘 나온다며~ 하고 언젠가 가야지~하다보니 날씨 제일 좋은 날 옴 ㅎㅎㅎㅎ 입구에 우유부단이라는 카페가 있다. 목
제일성심당,성산,high,9675,100,100,93,20260702,제일성심당,"카페,디저트>베이커리",제주특별자치도 서귀포시 성산읍 고성오조로 47 1층,이불빵은 제주 제일성심당 하면 가장 먼저 언급되는 베스트 메뉴인데 재고도 여유 있게 쌓여 있었어요.... 제주 빵지순례 제일성심당 제주가볼만한곳을 찾고 있다면 성산 방향 일정에 제
아라파파,조천,high,9574,100,100,90,20260708,아라파파 연동점,"카페,디저트>베이커리",제주특별자치도 제주시 국기로3길 2 1층 아라파파,O 17:30)  : 건물 주차장 또는 북촌방파제 주차장 이용 ☎️ : 064-764-8204  : 제주 제주시 조천읍 북촌리 434-1  : 아기 의자 있음 또간집 제주 함덕 카
도도카페,안덕,high,9344,100,78,99,20260706,도도카페,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 대평감산로 47 도도카페,도도카페 제주 서귀포시 안덕면 대평감산로 47 도도카페 애월로 넘어가기 전 카페인충전 및 탄수화물 보충을 위해 찾은 곳은 #cafe_dodo 이 카페로 온 이유는 소금빵이 무려 천
빽다방베이커리 제주사수점,제주시내,high,9048,100,92,95,20260703,빽다방베이커리 제주사수점,"카페,디저트>테이크아웃커피",제주특별자치도 제주시 서해안로 291-5,또 언제 제주에 갈 수 있을지 벌써부터 그리운 제주도예요~ 제주도에 수많은 카페가 많지만 제주 빽다방 베이커리 참 좋았던것 같아요. 빽다방베이커리 제주사수점 위치에요. 제주시 서해
노을리 카페,애월,high,9027,100,83,98,20260701,노을리,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월해안로 654,동문시장 오메기떡 맛집 보다괜찮았던 제주 노을리 카페 동문시장 오메기떡 맛집 보다괜찮았던 제주 노을리 카페 동문시장 오메기떡 맛집 보다괜찮았던 제주 노을리 카페 안녕하세요. 오랜만
청굴물,김녕,high,8890,100,100,89,20260707,청굴물,"여행,명소>자연명소",제주특별자치도 제주시 구좌읍 김녕로1길 75-1,3. 제주 청굴물 주소 : 제주특별자치도 제주시 구좌읍 김녕리 1296 입장료 : 무료 돌 담장이 쳐져 있는 청굴물 방향에는 두 개의 비석이 자리하고 있는데 이곳이 오랜 역사를 가
서귀피안베이커리,성산,high,8688,100,99,90,20260707,서귀피안 베이커리,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 신양로122번길 17 1층 ~ 3층,여행을 계획하고 계신 분들이라면 일정 중에 서귀피안베이커리 제주카페 한 번쯤 들러보셔도 좋을 것 같아요 예쁜 에메랄드빛 바다를 보면서 맛있는 디저트와 함께 편안한 휴식 시간을 보내
해지개 카페,애월,high,8541,100,43,86,20260708,해지개,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월북서길 52 . 1~2층,제주 해지개로 시작된 이 날 일정은 애월이 왜 인기가 많은지 알 수 있게 해줬어요. 차량 이동이 필요 없을 정도로 세 군데가 붙어 있으니 하루 쯤 투자해 보세요. #해지개 #제주해
카페 동백,조천,high,8018,100,71,99,20260620,카페 동백,"카페,디저트>카페",제주특별자치도 제주시 조천읍 동백로 68 .,제주 카페글렌코 12월 입장료 동백 정원 구경 도도리고기국수 제주도의 겨울하면 저는 동백이 가장 먼저 떠오르는데요. 대표적인 동백 명소들이 있는데 저는 의외의 장소를 선택해서 갔어
오아시스80 (OASIS 80),애월,high,7669,100,98,95,20260707,오아시스80,"카페,디저트>카페","제주특별자치도 제주시 애월읍 애월로1길 26-7 가동, 나동 1층",안녕하세요 ~ 조이스에용 ʚ❤︎ɞ 오늘은 #제주애월핫플 #제주이동건카페 로 유명한 #제주오아시스80 #OASIS80 을 소개하려고 해용 :) 제주 시내에서 #오아시스80 까지 차량
시종일관,한림,high,7277,100,100,97,20260707,시종일관,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 수원3길 1 1층 시종일관,제주 시종일관 한림디저트카페｜한림커피맛집｜분위기좋은카페｜내돈내산  주소 제주시 한림읍 수원... 제주 한림의 조용한 마을 속 감성 카페 시종일관은 제주 한림읍 수원리의 작은 마을
정체불명,성산,high,7268,100,100,94,20260508,정체불명,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 삼달로163번길 34,"제주 이색 카페 정체불명 위치 제주 서귀포시 성산읍 삼달로163번길 34 영업시간 12:00 ~ 18:00 ※ 매주 금요일 정기휴무 전화 0507-1413-1099 주차 가게 앞,"
콩카페,애월,high,7059,100,100,79,20260703,콩카페 제주곽지해변점,"카페,디저트>카페",제주특별자치도 제주시 애월읍 곽지3길 21 1층,곽지콩카페는 1층에 위치해 심플한 외관이 돋보였어요. 차량을 가지고 온다면 곽지해변 주차장을 이용하면 도보 4분거리로 근접해있었어요. 베트남감성을 그대로 안고 있는 제주 유명 카페
안도르,구좌,high,6834,100,100,99,20260707,안도르,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 비자림로 1647 1층,#안도르카페 #제주안도르강아지 #제주안도르메뉴 #제주안도르아기의자 #제주안도르애견동반 #제주안도르주차 #제주안도르카페 #안도르 ㅉ제주안도르 #제주안도르근처 #제주안도르포토존 #제주
빵귿,제주시내,high,6763,100,100,98,20260706,빵귿,"카페,디저트>베이커리",제주특별자치도 제주시 구남동6길 45-1 1층 빵귿,제주 빵귿 빵귿은 제주시 구남로에 위치한 소금빵으로 유명한 베이커리예요. 아침부터 사람들이 몰리는 곳이라 일정 시작을 여기로 잡았습니다. 골목 안쪽에 있지만 워낙 유명해서 찾는 건
소색채본,사계,high,6690,100,100,97,20260707,소색채본,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 사계남로216번길 24-61 소색채본,소색채본도 푸짐하게 먹은 광해도 보다 더 만족스러울 수 밖에요. #산방산유채꽃 #제주도산방산유채꽃 #산방산유채꽃명소 #산방산유채꽃실시간 #산방산유채꽃주차 #소색채본 #제주소색채본
우동카덴,조천,high,6611,100,100,99,20260707,우동카덴,음식점>일식>일식당,제주특별자치도 제주시 조천읍 교래3길 23,제주 우동카덴 두 번째 코스는 교래리에 위치한 정호영 셰프님의 '우동카덴'으로 향했습니다. 유명 셰프님의 요리를 제주에서 직접 맛볼 수 있다는 생각에 기대감이 컸어요. 제주 우동카
위이,안덕,high,6457,100,100,94,20260705,위이,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,신상 브런치 카페 위이 제주 위이 Wiee 영업시간 : 10:30 - 19:50 SNS: https://www.instagram.com/wiee.jeju 주차: 가게 옆 주차장 있
무량 제주,남원,high,6313,100,100,96,20260707,무량제주,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 일주동로 7747,무량제주 제주 서귀포시 남원읍 일주동로 7747 11시 ~ 19시 (주말은 20시) 일주동로를 따라 쭉 가다 보면 제주 남원쯤에 살짝 낮은 지대에 예쁜 카페가 하나 있어요 마당도
무량제주,위미,high,6313,100,100,96,20260707,무량제주,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 일주동로 7747,무량제주 제주 서귀포시 남원읍 일주동로 7747 11시 ~ 19시 (주말은 20시) 일주동로를 따라 쭉 가다 보면 제주 남원쯤에 살짝 낮은 지대에 예쁜 카페가 하나 있어요 마당도
금능샌드,한림,high,6220,100,96,97,20260707,금능샌드,양식>샌드위치,제주특별자치도 제주시 한림읍 금능길 89 1층,비 올 때 박물관이 짱인데 해녀박물관 아직 안 가봐서 와봤음 육지와 달리 제주는 여자들이 농사도 짓고... 저기가 금능샌드인지 이제 알았음. 포장 전문이라서 차에서 먹었는데 치즈가
청굴물 카페,김녕,high,5980,100,42,93,20260707,카페 청굴물,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 김녕로1길 75-1 1층 카페청굴물,Stay공위 조식 이태리부부 일희일비 책방 카페 청굴물 방모루 전복솥밥 순서로 작성했어요 :) 스크롤 쭉... 느긋한 아침을 보내고 점심 먹으러 나갑니다 이태리부부 제주 제주시 구
지구상회 애월본점,애월,high,5957,100,5,99,20260706,지구상회 제주애월본점,한식>생선회,제주특별자치도 제주시 애월읍 애월해안로 715 2층,주소 : 제주 제주시 애월읍 애월해안로 715 2층 영업시간 : 매일 15:20~02:00 주차 : 가능 전화번호 : 0507-1340-9080 이때 여행의 마지막 코스여서 엄청
슬슬슬로우,구좌,high,5752,100,100,99,20260706,슬슬슬로우,음식점>한식,제주특별자치도 제주시 구좌읍 덕행로 207 1층,#제주맛집 #제주도맛집 #제주슬슬슬로우 #제주도슬슬슬로우 #제주구좌맛집 #구좌읍맛집 #제주돔베라면 #제주돔베라멘 #제주도찐맛집 #슬슬슬로우 #제주도돔베라면 #제주여행 #슬슬슬로우예
제주선채향,서귀포시내,high,5487,100,100,81,20260706,제주선채향 본점,음식점>한식,제주특별자치도 서귀포시 안덕면 사계남로84번길 6,"제주선채향  위치:제주 서귀포시 안덕면 사계남로84번길 6  연락처: 064-794-7177  영업시간: 11:00~16:00(월요일 정기 휴무) ️주차장: ⭕ 제주 마지막날, 엄"
스타벅스제주중문점,중문,high,5385,100,91,98,20260630,스타벅스 제주중문점,"카페,디저트>카페",제주특별자치도 서귀포시 중문관광로110번길 32 (색달동),"아아를 먹기 위해 모닝스벅~ 스타벅스제주중문점은 외관이 참 예뻐요 주차는 건물 바로옆 박물관주차장에 하면 1시간 무료 디카페인 아이스 아메리카노, 아이스 카페모카 제주도 스벅은 일"
스타벅스 제주 중문점,중문,high,5385,100,91,98,20260630,스타벅스 제주중문점,"카페,디저트>카페",제주특별자치도 서귀포시 중문관광로110번길 32 (색달동),"아아를 먹기 위해 모닝스벅~ 스타벅스제주중문점은 외관이 참 예뻐요 주차는 건물 바로옆 박물관주차장에 하면 1시간 무료 디카페인 아이스 아메리카노, 아이스 카페모카 제주도 스벅은 일"
앤트러사이트 한림,한림,high,5332,100,41,97,20241127,,,,카페보다는 맥줏집을 좋아하는 양봉엄마도 제주 한림은 앤트러사이트 카페가 너무 만족스럽다고 했다. 양봉이도 친구가 있어서 자기를 이뻐해 주는 사람들이 많아서 좋아했다. 카페 너무 좋
카페봄날,애월,high,5020,100,71,98,20260521,봄날,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월로1길 25,"애월 카페거리 제주 카페 봄날 글, 사진 youngah 제주도에는 다양한 카페들이 있는데 오늘 소개할 곳은... 조금만 기다려!! 곧 다시 2024년도 가을을 즐기러 간다!! #제"
귤꽃다락,표선,high,4832,100,100,100,20260707,카페 귤꽃다락,"음식점>카페,디저트",제주특별자치도 서귀포시 이어도로1027번길 34,제주 귤꽃다락 제주도 예쁜 카페 비 오는 날 수국 구경 가기 좋은 곳 글·사진 ⓒ 다희아몬드... 여유롭게 커피 한 잔을 즐기며 제주의 감성을 만끽할 수 있었던 귤꽃다락 지금부터
애월브런치오,애월,high,4659,100,37,100,20260707,브런치오,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월해안로 454-3 1층,제주도 여행을 다녀왔다 제주도에 도착해서 따사로운 햇볕 맞으며 브런치 먹고싶어 첫번째로 방문한 제주도 브런치 애월 브런치오 애월 브런치오 제주 제주시 애월읍 애월해안로 454-3
친봉산장,서귀포시내,high,4483,100,100,97,20260704,친봉산장,음식점>양식,제주특별자치도 서귀포시 하신상로 417 친봉산장,함께 즐기고 싶은 사람이 가면 더욱 좋을 곳으로 생각된다. 오늘의 후기. 끝! #내돈내산후기 #친봉산장 #제주카페 #제주분위기좋은카페 #반려동물입장가능카페 #반려동물 #유기견후원
더리트리브,안덕,high,4447,100,100,92,20260704,더리트리브,"카페,디저트>카페",제주특별자치도 서귀포시 안덕면 화순로 67,더리트리브 커피맛이 진짜 일품이고 딸기라떼도 얼음이 우유 얼음 사장님 배우신분 아기들 둘이서... 앞쪽이 더 명당이라고 느껴졌다 기대이상으로 너어어무 좋았던 점보빌리지 아기랑 가는
오버더센스,서귀포시내,high,4396,100,100,97,20260607,오버더센스,브런치카페,제주특별자치도 서귀포시 칠십리로 655 오버더센스,오버더센스는 메뉴판도 센스있네.. 메뉴 별로 크기 다른거 센스 인정.. 우리는 B세트에 파스타 하나 더 추가해서 주문했다. 피자는 페퍼로니피자 제주 고사리& 버섯 오일파스타 미소
유나카페,남원,high,4296,100,56,92,20260606,유나카페,"카페,디저트>카페",제주특별자치도 서귀포시 남원읍 공천포로 81 유나카페,"소지섭, 김지원 주연의 영화 '좋은 날'의 촬영지로도 알려져 있는 유나카페는 제주도 건축대상을 받은 독특하고 아름다운 건물에 자리 잡고 있었다. 실내외 인테리어와 분위기 실내 매장"
비틀스타코 제주 애월,애월,high,4165,100,72,99,20260703,비틀스타코 제주 애월점,"음식점>멕시코,남미음식",제주특별자치도 제주시 애월읍 애월로1길 24-9 1동1~2층,비틀스타코 제주 애월점 ⏰ 영업시간 11:00 - 20:00 매주 화요일 휴무  제주시 애월읍 애월로1길 24-9 ️ 애월리 2554 ( 1시간 무료 주차 ) 서순라길에서 아주 핫
블루 엘리펀트,구좌,high,4148,100,100,97,20260707,블루엘리펀트 스페이스 제주,패션>선글라스,제주특별자치도 제주시 구좌읍 동복로 83 1층,"런던베이글 뮤지엄, 카페 레이어드 제주, 블루엘리펀트 팝업스토어가 동복리 해안도로 드라이브 코스 중간에 나란히 붙어 있어요. 원래는 런던베이글 먹으러 갈 생각이었는데 웨이팅이 무려"
담소요,남원,high,4116,100,100,99,20260708,카페 담소요,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 신례천로 193 담소요,제주 정원카페인 카페 담소요는 자연을 가까이에서 즐길 수 있도록 야외 좌석이 마당 곳곳에 마련되어 있었는데 인위적으로 꾸민 느낌보다는 원래 있던 풍경을 그대로 살린 듯한 분위기라
제주다테이블,협재,high,4087,100,21,94,20260701,제주다 테이블 협재금능점,브런치카페,제주특별자치도 제주시 한림읍 금능길 79 2층,"바로 ""애월제주다""라는 식당입니다. 제주 애월해산물 맛집 애월제주다 딱새우장 먹어본 후기 위치... 예약한 인원에 맞춰서 미리 테이블 세팅을 해놓으시는 것 같더라고요. 매장에 들어"
백한철 꽈배기,남원,high,3943,100,100,99,20260708,백한철꽈배기&식빵,"카페,디저트>베이커리",제주특별자치도 서귀포시 남원읍 남한로21번길 56,백한철꽈배기&식빵 주소 : 제주 서귀포시 남원읍 남한로21번길 56 전화번호 : 0507-1448-5063 영업시간 : 07:30... 양도 어찌나 넉넉하던지 이 가격에 이정도 양
유동커피 소금공장점,제주시내,high,3680,100,99,96,20260706,유동커피 소금공장점,"음식점>카페,디저트",제주특별자치도 제주시 용마서1길 30 1층 유동커피 소금공장점,"안가본 유동커피 소금공장점을 이번에 큰맘 먹고 처음 가봤답니다. 소금빵이랑 소금우유라떼가 워낙 유명하다길래 오며 가며 늘 궁금했었는데, 드디어 가본다는 생각에 가는 길부터 괜히 마"
제주당 베이커리,애월,high,3575,100,73,96,20260708,제주당,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 월각로 927,제주당 베이커리 제주 제주시 애월읍 월각로 927 애월에서 먼저 달려간 곳은 바로 제주당 베이커리예요. 제주에서 나고 자란 식재료들로 직접 빵을 굽는다고 해서 빵순이들 사이에서는
시로코,제주시내,high,3494,100,100,100,20260703,시로코,"음식점>카페,디저트",제주특별자치도 제주시 용마서1길 27-7 주차장주소는 제주시 서해안로632번지,SIROCO 시로코 카페에요 제주비행기샷으로 워낙 유명한 곳이라 공항으로 가기전에 들려보고 싶었던... 점은 제주 시로코는 애견동반카페더라구요? 애견 에티켓만 잘지켜주신다면 사랑스
슬로보트,애월,high,3428,100,100,97,20260625,슬로보트,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 하귀2길 46-16,#슬로보트 #제주슬로보트 #제주카페 #애월카페 저번에 오고 너무 좋아서 이번에 만장일치로 한 번 더 가자! 했던 카페. 근데 비 옴 흑흑 그래도 여전히 예쁘다 여긴 비 오면 온 대
